"Comparison","Numerator","Denominator","Total_DE_Genes","Upregulated","Downregulated","padj_Cutoff","log2FC_Cutoff"
"KO_MTK_vs_WT_MTK","KO_MTK","WT_MTK",2820,1401,1419,0.05,0.58
