"Comparison","Numerator","Denominator","Total_DE_Genes","Upregulated","Downregulated","padj_Cutoff","log2FC_Cutoff"
"WT_MTK_vs_WT_control","WT_MTK","WT_control",31,14,17,0.05,0.58
