"ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","ENTREZID","GENENAME","regulated"
"ENSMUSG00000031250",31.4221711103383,-7.42468461387814,1.33508616789531,-5.56120255936943,2.67922004284577e-08,0.00045653909530092,"Tnmd","64103","tenomodulin","Down_in_WT_MTK"
"ENSMUSG00000040856",1650.10152903609,-1.14473273566612,0.222534403429051,-5.14407084040417,2.68848079324725e-07,0.000916234254338664,"Dlk1","13386","delta like non-canonical Notch ligand 1","Down_in_WT_MTK"
"ENSMUSG00000022367",529.207113469996,0.943734393355403,0.18332294370164,5.14793388268597,2.63371285146085e-07,0.000916234254338664,"Has2","15117","hyaluronan synthase 2","Up_in_WT_MTK"
"ENSMUSG00000027358",1619.30125058683,0.869222459894494,0.168115510165542,5.17038825887377,2.33608126242671e-07,0.000916234254338664,"Bmp2","12156","bone morphogenetic protein 2","Up_in_WT_MTK"
"ENSMUSG00000038393",2783.76284861825,-0.798282399849468,0.153835880002634,-5.1891821325155,2.11219727220346e-07,0.000916234254338664,"Txnip","56338","thioredoxin interacting protein","Down_in_WT_MTK"
"ENSMUSG00000074578",1657.14962728166,-0.528075720702323,0.106040023056963,-4.97996610599235,6.35954100571329e-07,0.00180610964562257,"Zfas1","68949","zinc finger, NFX1-type containing 1, antisense RNA 1","Not_significant"
"ENSMUSG00000022139",3261.56845783547,0.497281212093456,0.103553227561502,4.80217974662461,1.56947708886863e-06,0.00382055565633164,"Mbnl2","105559","muscleblind like splicing factor 2","Not_significant"
"ENSMUSG00000031351",18.1845421743854,-3.12347918694465,0.673159080456325,-4.64003127585724,3.48356452104452e-06,0.00741999242982483,"Zfp185","22673","zinc finger protein 185","Down_in_WT_MTK"
"ENSMUSG00000046687",403.901671182071,0.971701759648371,0.21299982297378,4.5619838837518,5.0672537596233e-06,0.00837641020842771,"Gm5424","432466","argininosuccinate synthase pseudogene","Up_in_WT_MTK"
"ENSMUSG00000031647",588.662290043891,0.957620008565545,0.211153330538787,4.53518779988951,5.75522522287617e-06,0.00837641020842771,"Mfap3l","71306","microfibrillar-associated protein 3-like","Up_in_WT_MTK"
"ENSMUSG00000025780",233.086030554148,-0.910218440920723,0.200932036245087,-4.52998166907781,5.89888042847022e-06,0.00837641020842771,"Itih5","209378","inter-alpha-trypsin inhibitor, heavy chain 5","Down_in_WT_MTK"
"ENSMUSG00000022514",1174.78391339943,0.457843213759656,0.100890525145872,4.53801992900411,5.67848951105208e-06,0.00837641020842771,"Il1rap","16180","interleukin 1 receptor accessory protein","Not_significant"
"ENSMUSG00000043496",107.097298945916,-1.43716677151997,0.324435467430918,-4.42974617695268,9.43440625375532e-06,0.0111920501171308,"Tril","66873","TLR4 interactor with leucine-rich repeats","Down_in_WT_MTK"
"ENSMUSG00000050621",6254.38338677706,-0.790065316541346,0.178731918097689,-4.42039298268776,9.85215679324891e-06,0.0111920501171308,"Rps27rt","100043813","ribosomal protein S27, retrogene","Down_in_WT_MTK"
"ENSMUSG00000050931",1252.31871880576,0.51640993542453,0.116667076372108,4.42635533076571,9.58386058706011e-06,0.0111920501171308,"Sgms2","74442","sphingomyelin synthase 2","Not_significant"
"ENSMUSG00000042333",63.7530297399652,1.93327407187242,0.439561156565764,4.39819133923672,1.09156726683619e-05,0.0116251913918054,"Tnfrsf14","230979","tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)","Up_in_WT_MTK"
"ENSMUSG00000001025",81756.3108424364,-0.738486921940696,0.169316608775277,-4.36157401971617,1.29130095063251e-05,0.0122243156659878,"S100a6","20200","S100 calcium binding protein A6 (calcyclin)","Down_in_WT_MTK"
"ENSMUSG00000014813",1016.08970012003,0.67511232986993,0.15437826453714,4.37310480134018,1.22491884040247e-05,0.0122243156659878,"Stc1","20855","stanniocalcin 1","Up_in_WT_MTK"
"ENSMUSG00000032487",4670.78588237729,0.77287281134742,0.17899628122265,4.31781490692568,1.57581489054636e-05,0.0141325714394263,"Ptgs2","19225","prostaglandin-endoperoxide synthase 2","Up_in_WT_MTK"
"ENSMUSG00000049511",78.0559644822379,1.97469321649417,0.46162225896602,4.27772530058939,1.8881281943489e-05,0.0160868522158526,"Htr1b","15551","5-hydroxytryptamine (serotonin) receptor 1B","Up_in_WT_MTK"
"ENSMUSG00000074207",10.6438113267539,-4.84450184643177,1.15084460654322,-4.20951866037164,2.55915306737213e-05,0.0184371659408513,"Adh1","11522","alcohol dehydrogenase 1 (class I)","Down_in_WT_MTK"
"ENSMUSG00000047261",585.673209980039,1.01370051213742,0.241000401430089,4.20621918520531,2.59678393533117e-05,0.0184371659408513,"Gap43","14432","growth associated protein 43","Up_in_WT_MTK"
"ENSMUSG00000067276",1961.61865156523,-0.712865154337408,0.169388487977124,-4.208462823245,2.57113820431126e-05,0.0184371659408513,"Capn6","12338","calpain 6","Down_in_WT_MTK"
"ENSMUSG00000051335",649.129505635579,0.670326775836198,0.158652901206147,4.22511514595754,2.38818634861455e-05,0.0184371659408513,"Gfod1","328232","glucose-fructose oxidoreductase domain containing 1","Up_in_WT_MTK"
"ENSMUSG00000083087",85.2095795786911,1.39957748993521,0.333941495453185,4.19108589076621,2.77622529387035e-05,0.0185581089311605,"Gm11249","433715","ribosomal protein S2 pseudogene","Up_in_WT_MTK"
"ENSMUSG00000019806",958.957219096985,0.746656366527649,0.178344309103287,4.18660045998567,2.83163633926158e-05,0.0185581089311605,"Aig1","66253","androgen-induced 1","Up_in_WT_MTK"
"ENSMUSG00000030711",108.505361961134,-1.8265617006242,0.437478913747894,-4.17519940555762,2.97725147524946e-05,0.0187897648660188,"Sult1a1","20887","sulfotransferase family 1A, phenol-preferring, member 1","Down_in_WT_MTK"
"ENSMUSG00000036934",761.997703164045,0.517358487697607,0.12467434328116,4.14967886801604,3.32942035723394e-05,0.0202619010311666,"4921524J17Rik","66714","RIKEN cDNA 4921524J17 gene","Not_significant"
"ENSMUSG00000020015",1138.77980428506,0.440044503105565,0.107929631607724,4.0771426396129,4.55925256480538e-05,0.0267895392083737,"Cdk17","237459","cyclin dependent kinase 17","Not_significant"
"ENSMUSG00000019966",1247.70874616273,0.552474699421527,0.136248689599937,4.0548991777003,5.01559313634811e-05,0.0284885690144572,"Kitl","17311","kit ligand","Not_significant"
"ENSMUSG00000036902",1261.29631289224,0.893128596515145,0.221291655822786,4.03597954561095,5.4374953533059e-05,0.0295894202334385,"Neto2","74513","neuropilin (NRP) and tolloid (TLL)-like 2","Up_in_WT_MTK"
"ENSMUSG00000042688",9329.12761127222,0.361033113138502,0.0895666885867946,4.03088602286153,5.5566986353875e-05,0.0295894202334385,"Mapk6","50772","mitogen-activated protein kinase 6","Not_significant"
"ENSMUSG00000029163",1029.00388604042,-0.682295074727325,0.171769460857901,-3.97215588451875,7.12250836628581e-05,0.0367780432004576,"Emilin1","100952","elastin microfibril interfacer 1","Down_in_WT_MTK"
