"gene","cor","p.value","p.adj","gene_symbol"
"ENSG00000254567.2",0.637497229193444,1.71067273847644e-58,9.732530411014e-54,"UBTFL9"
"ENSG00000233516.1",0.577826635918609,5.81989422287148e-46,1.65555621010914e-41,"AL445644.1"
"ENSG00000134612.12",0.554434865265342,1.01760749364486e-41,1.9298247711979e-37,"FOLH1B"
"ENSG00000198722.14",0.551560481278692,3.20648362474506e-41,4.56066182156552e-37,"UNC13B"
"ENSG00000073969.18",0.542616966064593,1.06266223357469e-39,1.20916084909529e-35,"NSF"
"ENSG00000167536.14",0.515710942234914,2.16423973895103e-35,2.05216819113568e-31,"DHRS13"
"ENSG00000084073.10",0.507742907125847,3.4604052633336e-34,2.81246909495483e-30,"ZMPSTE24"
"ENSG00000101079.21",0.502641115865269,1.96521930530181e-33,1.3975902742067e-29,"NDRG3"
"ENSG00000131507.11",0.497653737455103,1.04373542441634e-32,6.59791550014654e-29,"NDFIP1"
"ENSG00000100372.15",0.494990799222093,2.51725600792863e-32,1.43214246059084e-28,"SLC25A17"
"ENSG00000181751.10",0.491300539919818,8.41863168221663e-32,4.35419283905773e-28,"MACIR"
"ENSG00000099246.17",0.486608064527015,3.8264951510579e-31,1.81417323857614e-27,"RAB18"
"ENSG00000112796.10",0.478642290449419,4.74266879630363e-30,2.07557427560079e-26,"ENPP5"
"ENSG00000249599.2",0.478302624653415,5.27234089972733e-30,2.14256636291562e-26,"BMPR1B-DT"
"ENSG00000169032.10",0.472892879096494,2.80173206212438e-29,1.06265961473628e-25,"MAP2K1"
"ENSG00000131941.8",0.471502006031672,4.28406018882534e-29,1.52333147701775e-25,"RHPN2"
"ENSG00000094841.14",0.46203887900086,7.3190441775889e-28,2.20841474431225e-24,"UPRT"
"ENSG00000109118.14",0.461272056406782,9.17613911616469e-28,2.61029041367979e-24,"PHF12"
"ENSG00000148396.18",0.455858852019913,4.45545590737778e-27,1.1522011497202e-23,"SEC16A"
"ENSG00000163624.6",0.455368378945153,5.13411253886924e-27,1.26997854206038e-23,"CDS1"
"ENSG00000286009.2",0.447765490683353,4.49014739862038e-26,1.06440814979046e-22,"AC244213.1"
"ENSG00000203727.4",0.444765836431067,1.04080133921231e-25,2.36857242367223e-22,"SAMD5"
"ENSG00000286451.1",0.443567466407543,1.45284027745937e-25,3.17909391944216e-22,"AL499602.1"
"ENSG00000154305.18",0.443047042148252,1.67858718777357e-25,3.53703188422228e-22,"MIA3"
"ENSG00000138439.12",0.441680495631744,2.44983910928075e-25,4.80616194635551e-22,"FAM117B"
"ENSG00000144597.14",0.440927546769506,3.01500883045638e-25,5.71776324637182e-22,"EAF1"
"ENSG00000029364.12",0.440716333973263,3.19548516089824e-25,5.86453991158012e-22,"SLC39A9"
"ENSG00000100564.9",0.439748277498862,4.16899507281211e-25,7.41208239617186e-22,"PIGH"
"ENSG00000114374.13",0.438028244384401,6.67310028745874e-25,1.15046271107391e-21,"USP9Y"
"ENSG00000170113.16",0.437269490408091,8.20499062428511e-25,1.37296038702192e-21,"NIPA1"
"ENSG00000143653.10",0.436978107720316,8.88146651244224e-25,1.44369506940679e-21,"SCCPDH"
"ENSG00000100991.12",0.434502178011173,1.73581293027742e-24,2.74321125117426e-21,"TRPC4AP"
"ENSG00000165280.17",0.433415630711564,2.32519854162237e-24,3.57533839536545e-21,"VCP"
"ENSG00000115762.16",0.433295763452993,2.40125227332954e-24,3.59511698911941e-21,"PLEKHB2"
"ENSG00000160058.19",0.432743168761534,2.78486356077491e-24,4.06254468110685e-21,"BSDC1"
"ENSG00000164494.12",0.430751540500068,4.74032840120721e-24,6.74228759324704e-21,"PDSS2"
"ENSG00000136044.12",0.428848999888354,7.8533162376612e-24,9.92886046020575e-21,"APPL2"
"ENSG00000140157.15",0.427570236234425,1.10061513935906e-23,1.3612455896425e-20,"NIPA2"
"ENSG00000179218.14",0.427363549961869,1.16216801401843e-23,1.4067920174798e-20,"CALR"
"ENSG00000141367.12",0.423679929922628,3.04611850769096e-23,3.61047542204296e-20,"CLTC"
"ENSG00000116209.12",0.4225093136282,4.12724103679739e-23,4.79206376135742e-20,"TMEM59"
"ENSG00000166598.15",0.422176319896398,4.49872650670995e-23,5.11892094292498e-20,"HSP90B1"
"ENSG00000129083.13",0.42209247078215,4.59735436742277e-23,5.12857415736831e-20,"COPB1"
"ENSG00000149084.13",0.421058435858166,6.00398287267758e-23,6.56893456875472e-20,"HSD17B12"
"ENSG00000185090.14",0.420862021650429,6.31560903784566e-23,6.77950839604063e-20,"MANEAL"
"ENSG00000179222.18",0.420786298423345,6.43996738916823e-23,6.78498267911015e-20,"MAGED1"
"ENSG00000165105.10",0.418906657756146,1.04328889204135e-22,1.05992562383765e-19,"RASEF"
"ENSG00000101384.12",0.418349402324204,1.20300630229106e-22,1.20074802730255e-19,"JAG1"
"ENSG00000153982.11",0.418024344874751,1.30707526288964e-22,1.28212815399276e-19,"GDPD1"
"ENSG00000140564.12",0.417448341567679,1.51375055228685e-22,1.4596916978179e-19,"FURIN"
"ENSG00000173041.12",0.41736974525544,1.54434397257178e-22,1.46437269385877e-19,"ZNF680"
"ENSG00000120805.14",0.417059943948927,1.67098987063685e-22,1.50900994778004e-19,"ARL1"
"ENSG00000044574.8",0.416931947692083,1.72625787469414e-22,1.53456233226521e-19,"HSPA5"
"ENSG00000188848.16",0.416398357399877,1.97675638316469e-22,1.70399395314225e-19,"BEND4"
"ENSG00000152377.14",0.416032782702037,2.16875298015292e-22,1.84159497462447e-19,"SPOCK1"
"ENSG00000105520.10",0.415094706327773,2.74969742413974e-22,2.30056669928797e-19,"PLPPR2"
"ENSG00000198855.7",0.414512693365305,3.1847314020198e-22,2.62592642978424e-19,"FICD"
"ENSG00000198954.9",0.413950790068879,3.66892203673384e-22,2.9819425919414e-19,"KIFBP"
"ENSG00000165533.19",0.41368812981559,3.91949997986721e-22,3.14073397682515e-19,"TTC8"
"ENSG00000143753.13",0.412562586522502,5.1987024346982e-22,4.10791357801784e-19,"DEGS1"
"ENSG00000198843.13",0.410084360730914,9.64596542176398e-22,7.51764261288244e-19,"SELENOT"
"ENSG00000141424.13",0.408892739713879,1.29607741024425e-21,9.96455839203056e-19,"SLC39A6"
"ENSG00000152700.14",0.406735080233074,2.2060137426274e-21,1.6514044718329e-18,"SAR1B"
"ENSG00000241956.10",0.406656881451996,2.24878451244142e-21,1.66155970475753e-18,"AC109466.1"
"ENSG00000065000.19",0.406199948360254,2.51555696594301e-21,1.83484080081277e-18,"AP3D1"
"ENSG00000168280.18",0.405065673761597,3.32022095408719e-21,2.39110545241624e-18,"KIF5C"
"ENSG00000109919.10",0.404894718911612,3.46173114915255e-21,2.4618533783592e-18,"MTCH2"
"ENSG00000072756.17",0.403795827680438,4.52437895267995e-21,3.13909136286366e-18,"TRNT1"
"ENSG00000148219.17",0.403625870307225,4.71522430607104e-21,3.19361019577738e-18,"ASTN2"
"ENSG00000099250.18",0.403452116809335,4.91853600118596e-21,3.29212080841733e-18,"NRP1"
"ENSG00000103978.16",0.403263719049215,5.14875650473223e-21,3.4061419049271e-18,"TMEM87A"
"ENSG00000101310.17",0.402471693557333,6.2385374407839e-21,4.03328534793771e-18,"SEC23B"
"ENSG00000115677.17",0.401929278285221,7.11306246158772e-21,4.54700519805742e-18,"HDLBP"
"ENSG00000126945.9",0.399230783376074,1.36127983815616e-20,8.60525487024646e-18,"HNRNPH2"
"ENSG00000171155.8",0.398480113263866,1.62894443871532e-20,1.00734278208512e-17,"C1GALT1C1"
"ENSG00000068912.14",0.398131291611915,1.77037241390241e-20,1.07150848663989e-17,"ERLEC1"
"ENSG00000107651.13",0.397398088552445,2.10827786628121e-20,1.24944013173267e-17,"SEC23IP"
"ENSG00000174238.15",0.397240427365053,2.18885043244216e-20,1.28381719229827e-17,"PITPNA"
"ENSG00000103316.12",0.395130386124841,3.60885277125606e-20,2.07392384560678e-17,"CRYM"
"ENSG00000108788.12",0.394579931682933,4.10925061355521e-20,2.33787595156997e-17,"MLX"
"ENSG00000135052.16",0.39353109718434,5.25923076038894e-20,2.96250906584958e-17,"GOLM1"
"ENSG00000065923.10",0.392371144066301,6.90222851879096e-20,3.84988712862327e-17,"SLC9A7"
"ENSG00000159184.8",0.391368849923877,8.72234290691459e-20,4.77154091349127e-17,"HOXB13"
"ENSG00000129514.8",0.391118185700809,9.24695964353883e-20,5.01035499999862e-17,"FOXA1"
"ENSG00000151692.15",0.390488815756393,1.07051305158734e-19,5.74572632490177e-17,"RNF144A"
"ENSG00000121653.11",0.390401663537828,1.09241398273128e-19,5.80412697917741e-17,"MAPK8IP1"
"ENSG00000165487.14",0.390364848116049,1.10179760911037e-19,5.80412697917741e-17,"MICU2"
"ENSG00000072042.13",0.3901154591236,1.16748734899764e-19,6.09374841711218e-17,"RDH11"
"ENSG00000196449.4",0.390004784139153,1.19786163029475e-19,6.19544924839628e-17,"YRDC"
"ENSG00000198586.14",0.389947379378824,1.21392142870809e-19,6.22194881472876e-17,"TLK1"
"ENSG00000133640.20",0.388926009451152,1.53783922230874e-19,7.81181132810815e-17,"LRRIQ1"
"ENSG00000112379.9",0.38844432864111,1.71881707708833e-19,8.65386371387492e-17,"ARFGEF3"
"ENSG00000104154.7",0.388103211305756,1.85951591815411e-19,9.28012623960891e-17,"SLC30A4"
"ENSG00000146233.8",0.387638951230532,2.06938561215729e-19,1.00626970626038e-16,"CYP39A1"
"ENSG00000112357.14",0.386748120201296,2.53949650646243e-19,1.22440317578108e-16,"PEX7"
"ENSG00000159346.13",0.386035800951493,2.98980532080838e-19,1.42940331190547e-16,"ADIPOR1"
"ENSG00000078369.18",0.385830215640474,3.13380580654466e-19,1.4816772663714e-16,"GNB1"
"ENSG00000116525.14",0.385805972877816,3.15123036631817e-19,1.4816772663714e-16,"TRIM62"
"ENSG00000127418.15",0.385287590733652,3.54751251984063e-19,1.65433303107617e-16,"FGFRL1"
"ENSG00000180723.6",0.385116018113786,3.68918548487389e-19,1.70641325033276e-16,"OR51A9P"
"ENSG00000074319.13",0.384123520210328,4.6250028293896e-19,2.08746031098932e-16,"TSG101"
"ENSG00000198863.7",0.384090597387829,4.65975532131622e-19,2.08746031098932e-16,"RUNDC1"
"ENSG00000090402.8",0.383921350356614,4.84250808914342e-19,2.15238134934091e-16,"SI"
"ENSG00000167004.13",0.383433379228158,5.40986077082363e-19,2.38591634755402e-16,"PDIA3"
"ENSG00000127526.15",0.382553082842228,6.6036262159123e-19,2.86793974276258e-16,"SLC35E1"
"ENSG00000139970.17",0.381939333797868,7.58582889846115e-19,3.18644599086752e-16,"RTN1"
"ENSG00000170035.16",0.381921136188157,7.61704699625582e-19,3.18644599086752e-16,"UBE2E3"
"ENSG00000103642.12",0.381690655908,8.02355619987301e-19,3.33200133488595e-16,"LACTB"
"ENSG00000001561.7",0.381129525643173,9.10471129153208e-19,3.7265779820801e-16,"ENPP4"
"ENSG00000102910.14",0.380885789409873,9.61788393104206e-19,3.90091287754631e-16,"LONP2"
"ENSG00000077235.18",0.38086278019714,9.66777487096884e-19,3.90091287754631e-16,"GTF3C1"
"ENSG00000013561.18",0.380749918902044,9.91620679685501e-19,3.97297713586952e-16,"RNF14"
"ENSG00000162430.17",0.380685745257886,1.00602590107562e-18,4.0025057055871e-16,"SELENON"
"ENSG00000115339.14",0.380625362951558,1.01976812907236e-18,4.02900473384123e-16,"GALNT3"
"ENSG00000138696.11",0.380506148733723,1.04744465696845e-18,4.10981164613144e-16,"BMPR1B"
"ENSG00000126821.8",0.380257420084563,1.10759199150048e-18,4.31604323098883e-16,"SGPP1"
"ENSG00000198168.9",0.379397745324251,1.34285761497523e-18,5.17599709976639e-16,"SVIP"
"ENSG00000176871.9",0.379385734606905,1.34647069194e-18,5.17599709976639e-16,"WSB2"
"ENSG00000181852.18",0.379317872935458,1.36706544729454e-18,5.21989627469319e-16,"RNF41"
"ENSG00000196177.13",0.379257913143588,1.38551999401556e-18,5.23560270170979e-16,"ACADSB"
"ENSG00000258162.4",0.379244814751375,1.38958396983492e-18,5.23560270170979e-16,"AC069228.1"
"ENSG00000174938.14",0.378479062089901,1.64872364645341e-18,6.13077349135123e-16,"SEZ6L2"
"ENSG00000135127.11",0.377697634412306,1.96213446639683e-18,7.20204620623967e-16,"BICDL1"
"ENSG00000157214.14",0.377348202221436,2.12060783020925e-18,7.68456950854108e-16,"STEAP2"
"ENSG00000100883.13",0.37725367447948,2.16560059911839e-18,7.79794398010397e-16,"SRP54"
"ENSG00000273749.5",0.377090518390951,2.24547971666352e-18,8.03472185661241e-16,"CYFIP1"
"ENSG00000183291.17",0.376729149517761,2.43287100797661e-18,8.65083314105082e-16,"SELENOF"
"ENSG00000138814.17",0.376515336639876,2.55090777489928e-18,8.9585676566262e-16,"PPP3CA"
"ENSG00000115446.12",0.375720090446767,3.04151127072382e-18,1.04873151954721e-15,"UNC50"
"ENSG00000033122.21",0.375613809569069,3.11374669608324e-18,1.06717102879677e-15,"LRRC7"
"ENSG00000197442.10",0.375285560017012,3.34767575862394e-18,1.14047495170893e-15,"MAP3K5"
"ENSG00000119899.13",0.374782526910088,3.74012127581208e-18,1.26658761752843e-15,"SLC17A5"
"ENSG00000198380.13",0.374528301719323,3.9553427940988e-18,1.33154625789742e-15,"GFPT1"
"ENSG00000124535.16",0.373636591956031,4.81108552234781e-18,1.60031505194813e-15,"WRNIP1"
"ENSG00000159674.12",0.373611055349024,4.83810291134372e-18,1.60031505194813e-15,"SPON2"
"ENSG00000049759.19",0.373123996996237,5.38294219854249e-18,1.7702412167727e-15,"NEDD4L"
"ENSG00000107362.14",0.37304618550182,5.47540666026661e-18,1.79030063863534e-15,"ABHD17B"
"ENSG00000233087.7",0.372965547619696,5.57287890689398e-18,1.8117588551424e-15,"RAB6D"
"ENSG00000138029.14",0.372855372699665,5.70881991221733e-18,1.84540847310103e-15,"HADHB"
"ENSG00000175348.11",0.372496517664184,6.17461928615031e-18,1.98470403981328e-15,"TMEM9B"
"ENSG00000119523.10",0.371844907417436,7.11794904310446e-18,2.24978597171857e-15,"ALG2"
"ENSG00000175928.6",0.371305447690462,8.00509898333016e-18,2.51621047767184e-15,"LRRN1"
"ENSG00000138069.18",0.370360882774777,9.82777623508399e-18,3.07215205133315e-15,"RAB1A"
"ENSG00000164647.9",0.370093399675976,1.04143040882182e-17,3.23771039612567e-15,"STEAP1"
"ENSG00000115806.13",0.370060012482135,1.04898902837982e-17,3.24348547780506e-15,"GORASP2"
"ENSG00000204385.13",0.369161368376421,1.27399598164901e-17,3.89685233247081e-15,"SLC44A4"
"ENSG00000138613.14",0.36746070503354,1.83723636589183e-17,5.55988768961085e-15,"APH1B"
"ENSG00000132356.11",0.36737005770205,1.87332561051192e-17,5.63910655866955e-15,"PRKAA1"
"ENSG00000181264.9",0.367277709026958,1.9108091790385e-17,5.7216666643704e-15,"TLCD5"
"ENSG00000005893.16",0.36710253927373,1.98394718934511e-17,5.90956583473357e-15,"LAMP2"
"ENSG00000155660.11",0.367031441919953,2.01441172819878e-17,5.96905866939653e-15,"PDIA4"
"ENSG00000179163.12",0.365182020896949,2.99037302095633e-17,8.72468165544967e-15,"FUCA1"
"ENSG00000134970.14",0.364958295830446,3.13621527060139e-17,9.10350486685331e-15,"TMED7"
"ENSG00000122335.17",0.364686444631104,3.32286877653715e-17,9.54787743957212e-15,"SERAC1"
"ENSG00000166734.20",0.363361269845559,4.40108753895477e-17,1.25824659976761e-14,"GOLM2"
"ENSG00000071553.18",0.363148159574141,4.60398869628669e-17,1.30967364448919e-14,"ATP6AP1"
"ENSG00000164300.17",0.363039263499649,4.71119121611407e-17,1.33350150178298e-14,"SERINC5"
"ENSG00000129518.9",0.362953061830821,4.79778954876004e-17,1.35129030097824e-14,"EAPP"
"ENSG00000095203.14",0.362817711857682,4.93693049798645e-17,1.38362949173371e-14,"EPB41L4B"
"ENSG00000170502.13",0.362661556033783,5.10239463825875e-17,1.42299283409047e-14,"NUDT9"
"ENSG00000149428.19",0.362504021627925,5.27484270993802e-17,1.46391037217807e-14,"HYOU1"
"ENSG00000182220.15",0.362350189572715,5.4487641707889e-17,1.50483757266356e-14,"ATP6AP2"
"ENSG00000102158.20",0.361954251077497,5.92276461713305e-17,1.62784467324904e-14,"MAGT1"
"ENSG00000143149.12",0.360971756015961,7.28115709401417e-17,1.97260414547499e-14,"ALDH9A1"
"ENSG00000253693.1",0.360638302675558,7.808461839847e-17,2.10543516329107e-14,"AC008415.1"
"ENSG00000187097.13",0.359201253776797,1.05443381716599e-16,2.81642737840491e-14,"ENTPD5"
"ENSG00000179889.19",0.359045679543069,1.0891873307896e-16,2.89566050516883e-14,"PDXDC1"
"ENSG00000139988.10",0.358482549292705,1.22465843016691e-16,3.22567092905027e-14,"RDH12"
"ENSG00000085998.14",0.358445976632572,1.23400806529942e-16,3.23531893359816e-14,"POMGNT1"
"ENSG00000198353.8",0.357828749431758,1.40280698437681e-16,3.64428756904794e-14,"HOXC4"
"ENSG00000213699.9",0.357667741048779,1.45044909544596e-16,3.75092729032759e-14,"SLC35F6"
"ENSG00000109182.12",0.357585264657167,1.47546614386681e-16,3.79835725443504e-14,"CWH43"
"ENSG00000177694.16",0.357547315655887,1.48711898373337e-16,3.81111082619561e-14,"NAALADL2"
"ENSG00000143612.21",0.357366700055383,1.54383144085765e-16,3.93870861725176e-14,"C1orf43"
"ENSG00000167196.14",0.356955417871783,1.68102334525658e-16,4.26305049993536e-14,"FBXO22"
"ENSG00000155636.15",0.356893455043222,1.7027052759639e-16,4.28637217988558e-14,"RBM45"
"ENSG00000066455.13",0.356678841810392,1.77994847317126e-16,4.46108407419086e-14,"GOLGA5"
"ENSG00000103353.16",0.356613178587034,1.80426258640315e-16,4.50218909334362e-14,"UBFD1"
"ENSG00000086598.11",0.35650944612785,1.84333990138186e-16,4.57961296983922e-14,"TMED2"
"ENSG00000184678.10",0.356378086339958,1.89402020892164e-16,4.68506485852951e-14,"H2BC21"
"ENSG00000102580.15",0.356235364403555,1.95063693567882e-16,4.80422455331495e-14,"DNAJC3"
"ENSG00000153130.17",0.356184426077504,1.97124389876456e-16,4.83405082467294e-14,"SCOC"
"ENSG00000133835.17",0.356161020509656,1.98078415693976e-16,4.83659884295166e-14,"HSD17B4"
"ENSG00000154153.13",0.355974854495317,2.05830002550812e-16,4.98310056813761e-14,"RETREG1"
"ENSG00000151690.15",0.355779728520179,2.14274649372732e-16,5.16556255371308e-14,"MFSD6"
"ENSG00000136888.8",0.355148967461794,2.43969774501705e-16,5.85661281887153e-14,"ATP6V1G1"
"ENSG00000102401.20",0.355000926366466,2.51505118639977e-16,5.99529902647675e-14,"ARMCX3"
"ENSG00000165475.15",0.354526076632588,2.772518281389e-16,6.54509886236782e-14,"CRYL1"
"ENSG00000092108.22",0.354039055277625,3.06346530273041e-16,7.17241693284944e-14,"SCFD1"
"ENSG00000181789.14",0.353997602168287,3.08957180772491e-16,7.20389380561039e-14,"COPG1"
"ENSG00000130202.10",0.353648989274983,3.31794939793044e-16,7.70482020801864e-14,"NECTIN2"
"ENSG00000182934.12",0.353618491755658,3.33869998674962e-16,7.70889336179343e-14,"SRPRA"
"ENSG00000129354.12",0.353606633071842,3.34680305197999e-16,7.70889336179343e-14,"AP1M2"
"ENSG00000170348.9",0.353230406834685,3.61415545264655e-16,8.2248058466968e-14,"TMED10"
"ENSG00000081181.8",0.352900407098149,3.86585745304841e-16,8.73700201860992e-14,"ARG2"
"ENSG00000180488.15",0.352895231447032,3.86993919935616e-16,8.73700201860992e-14,"MIGA1"
"ENSG00000156284.6",0.352845248640732,3.90957639000136e-16,8.79160195874891e-14,"CLDN8"
"ENSG00000078124.12",0.352725421450108,4.00623297832973e-16,8.93829854259267e-14,"ACER3"
"ENSG00000102893.16",0.352089173811235,4.56013794400738e-16,1.00169856389348e-13,"PHKB"
"ENSG00000100280.16",0.352008162033795,4.63585634071765e-16,1.010527872768e-13,"AP1B1"
"ENSG00000184831.14",0.351929809140325,4.71026413941834e-16,1.02042681818334e-13,"APOO"
"ENSG00000119844.15",0.351445081820156,5.19736980911874e-16,1.11900305514156e-13,"AFTPH"
"ENSG00000157693.15",0.351431065825169,5.21216686784865e-16,1.11900305514156e-13,"TMEM268"
"ENSG00000074696.13",0.351037668516582,5.64479519940472e-16,1.2073283206005e-13,"HACD3"
"ENSG00000242247.11",0.350897850287796,5.80690053890947e-16,1.23734828599317e-13,"ARFGAP3"
"ENSG00000117153.16",0.35015447516996,6.74865276870399e-16,1.40128139405064e-13,"KLHL12"
"ENSG00000139644.13",0.349702692094865,7.39267853538054e-16,1.52388282577321e-13,"TMBIM6"
"ENSG00000049089.15",0.34963884711584,7.48842878458102e-16,1.53804757704393e-13,"COL9A2"
"ENSG00000145740.19",0.348886155394653,8.71332907887119e-16,1.77680082897569e-13,"SLC30A5"
"ENSG00000120519.15",0.348797029805476,8.87080336980193e-16,1.80245220042193e-13,"SLC10A7"
"ENSG00000186889.10",0.348596833968637,9.23478766819785e-16,1.86973229468605e-13,"TMEM17"
"ENSG00000120742.11",0.348051155667981,1.03030407219505e-15,2.05673998524185e-13,"SERP1"
"ENSG00000179362.14",0.347670435953056,1.11193172978839e-15,2.21192768891087e-13,"HMGN2P46"
"ENSG00000013275.8",0.347452236548809,1.16154347006424e-15,2.29457266119323e-13,"PSMC4"
"ENSG00000140284.11",0.346866346971737,1.30576442555514e-15,2.57054863194148e-13,"SLC27A2"
"ENSG00000067113.17",0.346769705699548,1.33118614334389e-15,2.60815349298049e-13,"PLPP1"
"ENSG00000149792.9",0.346010204595261,1.54863337985766e-15,3.00704433038368e-13,"MRPL49"
"ENSG00000167986.14",0.3459193408589,1.57687731587317e-15,3.05147214734599e-13,"DDB1"
"ENSG00000174165.8",0.345869993887202,1.59242756318294e-15,3.07111801193787e-13,"ZDHHC24"
"ENSG00000118705.17",0.34521320212902,1.81430696920047e-15,3.48720832428117e-13,"RPN2"
"ENSG00000021300.14",0.345160100367299,1.83351804862005e-15,3.51226741885995e-13,"PLEKHB1"
"ENSG00000023318.8",0.344339885871471,2.15690689042697e-15,4.11788267506918e-13,"ERP44"
"ENSG00000131779.11",0.344308148498886,2.1704857385871e-15,4.12994799750623e-13,"PEX11B"
"ENSG00000113013.16",0.344024410535543,2.29567256503504e-15,4.35358997475129e-13,"HSPA9"
"ENSG00000116138.13",0.343972018349324,2.31955143876811e-15,4.3842604653101e-13,"DNAJC16"
"ENSG00000103591.13",0.343834727781829,2.38328739369596e-15,4.48981356587894e-13,"AAGAB"
"ENSG00000142892.15",0.343396446589042,2.59847966641035e-15,4.86300340990409e-13,"PIGK"
"ENSG00000155959.12",0.34333374029837,2.63078808810859e-15,4.89128845414254e-13,"VBP1"
"ENSG00000115977.20",0.343203187549248,2.69932375578532e-15,5.0023656820161e-13,"AAK1"
"ENSG00000148481.14",0.343019090977149,2.79895538605477e-15,5.17016132398747e-13,"MINDY3"
"ENSG00000165548.11",0.342630208089488,3.02143147173139e-15,5.56305180327553e-13,"TMEM63C"
"ENSG00000187122.17",0.342159937082777,3.31374620745402e-15,6.06202453314088e-13,"SLIT1"
"ENSG00000178750.3",0.3420763295345,3.36854612348636e-15,6.142522262933e-13,"STX19"
"ENSG00000084234.18",0.341912182354505,3.4787352705138e-15,6.28482143142027e-13,"APLP2"
"ENSG00000109971.14",0.341910734292823,3.47972290246144e-15,6.28482143142027e-13,"HSPA8"
"ENSG00000014824.14",0.341839937105422,3.52834636711925e-15,6.31252232278351e-13,"SLC30A9"
"ENSG00000110696.10",0.34168359883605,3.63809407250236e-15,6.48846664786448e-13,"C11orf58"
"ENSG00000141522.12",0.341543904912985,3.73898770667501e-15,6.62686067276826e-13,"ARHGDIA"
"ENSG00000204178.11",0.341354915586669,3.87986750720752e-15,6.83397220085316e-13,"MACO1"
"ENSG00000151552.12",0.340807964981129,4.31760025155581e-15,7.51196425418241e-13,"QDPR"
"ENSG00000108829.10",0.340499977983948,4.58505182549824e-15,7.95296809475827e-13,"LRRC59"
"ENSG00000115233.12",0.340476648526583,4.60596073608967e-15,7.9649521020775e-13,"PSMD14"
"ENSG00000169570.10",0.340441803510108,4.6373647938274e-15,7.99495743076432e-13,"DTWD2"
"ENSG00000086065.14",0.340222416647825,4.83996957304724e-15,8.3190449824585e-13,"CHMP5"
"ENSG00000122218.16",0.339681108311074,5.37776850363113e-15,9.13305622319659e-13,"COPA"
"ENSG00000162298.19",0.33963701848774,5.42407006192718e-15,9.18427434622687e-13,"SYVN1"
"ENSG00000184304.16",0.339599541477046,5.46373451735535e-15,9.22398361708897e-13,"PRKD1"
"ENSG00000139116.19",0.339351904548622,5.7330740231808e-15,9.62158644250222e-13,"KIF21A"
"ENSG00000139874.6",0.338842326477945,6.32895075448987e-15,1.0506306188549e-12,"SSTR1"
"ENSG00000184432.11",0.338838126472298,6.33410616890005e-15,1.0506306188549e-12,"COPB2"
"ENSG00000144366.16",0.338819039979397,6.35758638246937e-15,1.05145977342392e-12,"GULP1"
"ENSG00000006757.12",0.338768149774025,6.4206098168684e-15,1.05880508495969e-12,"PNPLA4"
"ENSG00000151715.8",0.338609124237489,6.62152743491667e-15,1.0887819663431e-12,"TMEM45B"
"ENSG00000261502.4",0.337543836045619,8.1358504278683e-15,1.31872632020715e-12,"AC040174.1"
"ENSG00000167130.18",0.33749797289679,8.20816371607334e-15,1.32666777925727e-12,"DOLPP1"
"ENSG00000265321.1",0.33736982136406,8.41358222948235e-15,1.35601680958056e-12,"MIR4263"
"ENSG00000127022.15",0.337307518373831,8.51526378909096e-15,1.36852797387783e-12,"CANX"
"ENSG00000248118.2",0.337236985064411,8.63183321824951e-15,1.38335461207287e-12,"LINC01019"
"ENSG00000164111.15",0.337027219445964,8.98784029484068e-15,1.42435988271412e-12,"ANXA5"
"ENSG00000197757.8",0.33682838865913,9.33856910440992e-15,1.47174296968752e-12,"HOXC6"
"ENSG00000189221.10",0.336662600891919,9.64124904014514e-15,1.51524746309662e-12,"MAOA"
"ENSG00000183317.17",0.336408041864815,1.0124827179899e-14,1.58250492512636e-12,"EPHA10"
"ENSG00000181704.12",0.336221094346089,1.04950429812221e-14,1.63587528857717e-12,"YIPF6"
"ENSG00000142599.19",0.335899634671303,1.11629272954756e-14,1.73522519841938e-12,"RERE"
"ENSG00000259523.1",0.335402202468271,1.22794158890596e-14,1.90357713399528e-12,"AC022613.2"
"ENSG00000059769.20",0.335029168860594,1.31878777402839e-14,2.03350083282134e-12,"DNAJC25"
"ENSG00000172738.12",0.334906382333931,1.35010842074208e-14,2.07599238868323e-12,"TMEM217"
"ENSG00000244038.11",0.334500936307267,1.45880217580764e-14,2.22508397287465e-12,"DDOST"
"ENSG00000272783.1",0.334325727409889,1.50838738448269e-14,2.29456372902069e-12,"AC147067.2"
"ENSG00000077147.16",0.334088719530879,1.57810113819066e-14,2.38784329933727e-12,"TM9SF3"
"ENSG00000104164.12",0.333795748603686,1.66865497275993e-14,2.51150231124949e-12,"BLOC1S6"
"ENSG00000050130.18",0.333478893447286,1.77233005591269e-14,2.66050590688761e-12,"JKAMP"
"ENSG00000118600.12",0.333263827001456,1.84627251672766e-14,2.76421006037333e-12,"RXYLT1"
"ENSG00000170412.18",0.332718360680632,2.04764738898357e-14,3.0416919817609e-12,"GPRC5C"
"ENSG00000142459.8",0.332653558925527,2.07295762310707e-14,3.071270261756e-12,"EVI5L"
"ENSG00000130733.11",0.332305109419946,2.21440618625745e-14,3.26383966722137e-12,"YIPF2"
"ENSG00000168374.11",0.332264871726258,2.2313375873469e-14,3.28029688260794e-12,"ARF4"
"ENSG00000132970.14",0.332163153489199,2.27470721767658e-14,3.335436024105e-12,"WASF3"
"ENSG00000285454.1",0.331966253495741,2.36102121074468e-14,3.43891475722587e-12,"AC111006.1"
