"Comparison","Numerator","Denominator","Total_DE_Genes","Upregulated","Downregulated","padj_Cutoff","log2FC_Cutoff"
"KO_control_vs_WT_control","KO_control","WT_control",3386,1671,1715,0.05,0.58
