"group","n","mean_FOLH1_log2_FPKM","sd_FOLH1_log2_FPKM","median_FOLH1_log2_FPKM","min_FOLH1_log2_FPKM","max_FOLH1_log2_FPKM"
"No",210,6.93674924720162,2.44629694130015,7.56870681674664,0.445469436871049,11.1889872137463
"Yes",22,3.13178890108994,2.98190750816462,1.80563425984191,0.266797245227556,9.59096041298997
