"gene","cor","p.value","p.adj","gene_symbol"
"ENSG00000228261.1",0.327712110460257,0.0177102310049803,0.195619269720022,"HSPD1P14"
"ENSG00000275178.1",0.327703789413918,0.0177132879274926,0.195619269720022,"AC007179.3"
"ENSG00000124212.6",0.327694740697533,0.0177166126846794,0.195619269720022,"GDAP1L1"
"ENSG00000279246.1",0.327684735329119,0.0177202895604105,0.195619269720022,"AC009951.1"
"ENSG00000274825.1",0.327672630893752,0.0177247386894602,0.195619269720022,"AC016773.1"
"ENSG00000236770.1",0.327663897180119,0.017727949459081,0.195619269720022,"RPSAP16"
"ENSG00000137558.9",0.327660621761752,0.0177291537264661,0.195619269720022,"TLR2"
"ENSG00000235946.1",0.327627462723493,0.017741349166339,0.195679360852691,"UBTFL2"
"ENSG00000273786.1",0.327605124418705,0.0177495689059709,0.195679360852691,"AC008554.1"
"ENSG00000153310.19",0.327549366976585,0.0177700998738772,0.195777665879974,"BCL2L11"
"ENSG00000265763.4",0.327540240102545,0.0177734624860341,0.195777665879974,"FGFR3P5"
"ENSG00000214822.8",0.327481903004336,0.0177949683822831,0.195957749047315,"AL672212.1"
"ENSG00000250107.1",0.327432508148532,0.0178131950110292,0.195994103376684,"BAALC-AS1"
"ENSG00000073067.14",0.327424325630566,0.0178162158786328,0.195994103376684,"XRCC1"
"ENSG00000092470.12",0.327415838870736,0.017819349527678,0.195994103376684,"TRPM7"
"ENSG00000153885.14",0.327386815146656,0.017830069778901,0.196070771539212,"ING1"
"ENSG00000140009.18",0.327356642236787,0.0178412203028013,0.19615213801791,"TTC6"
"ENSG00000284194.3",0.327299732121031,0.0178622677943575,0.196300992160395,"AL117190.7"
"ENSG00000128602.11",0.327197251682479,0.0179002220824764,0.196635443796347,"CDHR3"
"ENSG00000230319.1",0.327181314825279,0.0179061305495193,0.196659033880238,"TMPRSS11GP"
"ENSG00000283365.1",0.32705667436937,0.0179523971989007,0.197001657320738,"AC004241.3"
"ENSG00000279394.1",0.327038000202933,0.017959337803465,0.197036469661221,"U4"
"ENSG00000055957.11",0.327025254237894,0.0179640763890512,0.197047113552988,"MRPL43"
"ENSG00000237233.2",0.327014495609547,0.0179680769659568,0.197049659495159,"AK4P6"
"ENSG00000101204.18",0.326985576225085,0.0179788343382866,0.197075250221396,"ARFGAP1"
"ENSG00000185989.11",0.326977828215263,0.0179817173555868,0.197075250221396,"ADARB2"
"ENSG00000186318.16",0.326967281021613,0.0179856425739533,0.197076962395106,"TAL2"
"ENSG00000241103.1",0.326943004610809,0.0179946799897964,0.197087296614603,"AC117434.1"
"ENSG00000124260.12",0.326934521432339,0.017997838944432,0.197087296614603,"RBPJL"
"ENSG00000266865.6",0.326917137207315,0.0180043139301852,0.197106844860188,"AC005632.3"
"ENSG00000184254.17",0.326885253417781,0.0180161946125599,0.19716383426039,"HTR7P1"
"ENSG00000269954.2",0.326856572265387,0.018026887600819,0.197210181332129,"RN7SL230P"
"ENSG00000158286.13",0.326846126121026,0.0180307835004616,0.197210181332129,"CFAP251"
"ENSG00000199874.1",0.326797126886281,0.0180490673556843,0.19723462548827,"RNA5SP502"
"ENSG00000241577.1",0.326764664056912,0.018061189389735,0.197325852904274,"AL627082.2"
"ENSG00000131459.13",0.326742538859796,0.0180694551808175,0.197333697149073,"SH3BP5"
"ENSG00000138050.15",0.326657834725404,0.018101129639273,0.197567162276113,"RABGGTB"
"ENSG00000134508.12",0.326655059453611,0.0181021682278272,0.197567162276113,"TIMM17A"
"ENSG00000286509.1",0.326625722804871,0.0181131499614413,0.197645763425251,"AC130448.1"
"ENSG00000185070.11",0.326593364714645,0.0181252692857002,0.197653699793021,"APOO"
"ENSG00000205879.5",0.326589707862562,0.0181266393474877,0.197653699793021,"OR2B3"
"ENSG00000287566.1",0.326583414542284,0.0181289973839111,0.197653699793021,"AC245100.7"
"ENSG00000164116.17",0.326555347351851,0.0181395170158316,0.197727163902609,"INTU"
"ENSG00000141540.11",0.326450969757333,0.0181786834026812,0.198071509990164,"ESCO1"
"ENSG00000188822.8",0.326357448220171,0.0182138371443901,0.198249667893469,"HBA2"
"ENSG00000136869.16",0.326312464220933,0.01823076668951,0.198349679448145,"ECPAS"
"ENSG00000221716.1",0.326239695270716,0.0182581812674312,0.198574841246505,"HMGB3P19"
"ENSG00000236483.1",0.326172697563321,0.0182834525491333,0.198718897269294,"EIF3EP1"
"ENSG00000177673.4",0.326119875957825,0.0183033975827434,0.198885590311802,"UBE2U"
"ENSG00000104432.14",0.325980091546106,0.0183562682203597,0.199217706304356,"EMC2"
"ENSG00000182118.8",0.325908549273084,0.0183833777465682,0.199470520645425,"RELL1"
"ENSG00000259757.1",0.325880608492846,0.0183939745729926,0.199544094698592,"ODC1-DT"
"ENSG00000255363.3",0.32586709897835,0.0183991000531216,0.199558295514971,"AC027541.1"
"ENSG00000124491.16",0.32582503305058,0.0184150675366001,0.199690059398856,"POF1B"
