"Comparison","Numerator","Denominator","Total_DE_Genes","Upregulated","Downregulated","padj_Cutoff","log2FC_Cutoff"
"WT_control_vs_KO_control","WT_control","KO_control",3386,1715,1671,0.05,0.58
