"sample","sample_short","sample_short10","wtko","condition","group","gene","expr"
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","BRCA2",8.55477706955798
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","BRCA2",9.08347350917721
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","BRCA2",8.46769299070773
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","BRCA2",8.38450268326279
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","BRCA2",8.38770636022925
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","BRCA2",8.48067311972916
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","BRCA2",8.31946059633737
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","BRCA2",8.38737569712927
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","MYC",14.235466931449
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","MYC",14.9533863842939
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","MYC",13.8426274888162
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","MYC",13.9958272120162
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","MYC",14.1470158616742
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","MYC",14.1847220431962
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","MYC",13.7849980764619
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","MYC",13.7109955984683
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","MYC",13.8273731682282
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","MYC",13.6151808114038
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","MYC",13.9291736817317
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","MYC",13.719027310146
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","MYC",13.8633841614952
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","MYC",13.832488124882
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","PTEN",11.254209490809
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","PTEN",11.7774869184035
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","PTEN",11.376656385765
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","PTEN",11.0103741226798
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","PTEN",11.0919709244616
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","PTEN",11.1095548899194
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","PTEN",11.1233641580102
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","PTEN",11.2194934417621
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","PTEN",10.9299879932378
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","PTEN",11.275558321831
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","PTEN",10.8032265540719
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","PTEN",11.059400702214
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","PTEN",10.9156396224927
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","PTEN",11.0238197535138
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","RB1",9.20176251925125
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","RB1",9.42789089271977
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","RB1",9.10376917183108
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","RB1",9.25779719351363
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","RB1",9.2528819307895
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","RB1",9.89708700664425
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","RB1",8.88905165136979
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","RB1",9.16140478208323
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","RB1",9.47841071397351
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","RB1",9.19529285622011
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","RB1",9.27055564559126
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","RB1",9.05108121461774
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","RB1",9.19384589953775
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","RB1",9.09781577869473
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","TTF1",8.90066864131163
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","TTF1",8.934618554626
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","TTF1",8.92363081974507
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","TTF1",8.80667823348517
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","TTF1",8.73173449598519
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","TTF1",8.92934378071725
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","TTF1",8.80503233965123
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","TTF1",8.66499178880676
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","TTF1",8.74518124690334
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","TTF1",8.50126226857184
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","TTF1",8.72478590531865
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","TTF1",8.92125142386102
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","TTF1",8.82228121479387
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","TTF1",8.66644101923007
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","INSM1",5.81500810717005
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","INSM1",5.81500810717005
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","INSM1",5.81500810717005
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","INSM1",6.19101079400943
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","INSM1",6.23623965097422
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","INSM1",6.74660786556978
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","INSM1",6.12188583862603
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","INSM1",6.00978248186393
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","INSM1",5.81500810717005
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","INSM1",6.0123607099135
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","INSM1",6.28172802651087
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","INSM1",6.08679494637393
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","INSM1",6.09907342521739
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","INSM1",5.81500810717005
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","ACP3",9.88553661372026
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","ACP3",10.2569983702735
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","ACP3",10.2357070843057
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","ACP3",9.52945152554608
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","ACP3",9.84431900985797
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","ACP3",9.23574152224385
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","ACP3",9.89120576759321
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","ACP3",9.88695099322585
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","ACP3",9.40955358436404
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","ACP3",9.79910157585965
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","ACP3",9.81146920302027
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","ACP3",9.75221373626979
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","ACP3",9.91510289345725
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","ACP3",9.91508657396888
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","CHGA",6.62223246673448
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","CHGA",6.38747369765106
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","CHGA",8.51535541339419
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","CHGA",7.06779694946049
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","CHGA",6.79634015126189
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","CHGA",7.44924630583768
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","CHGA",7.26006195939215
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","CHGA",7.73338341864447
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","CHGA",8.95465828155545
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","CHGA",8.64425450077915
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","CHGA",9.01558688146354
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","CHGA",8.42563730929057
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","CHGA",7.86850980367196
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","CHGA",7.20885384445902
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","CHGB",6.22254945684513
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","CHGB",5.81500810717005
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","CHGB",5.81500810717005
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","CHGB",6.08125728249513
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","CHGB",5.81500810717005
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","CHGB",5.81500810717005
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","CHGB",5.99240647740064
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","CHGB",5.81500810717005
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","CHGB",5.81500810717005
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","CHGB",6.0123607099135
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","CHGB",6.00623765075323
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","CHGB",5.81500810717005
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","CHGB",6.09907342521739
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","CHGB",5.81500810717005
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","TFRC",11.0774313990578
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","TFRC",11.5447240974952
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","TFRC",11.1759823953237
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","TFRC",11.0475734920276
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","TFRC",11.1919937149753
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","TFRC",11.4273193576127
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","TFRC",11.4784223618568
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","TFRC",11.9004095216018
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","TFRC",11.1043037108254
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","TFRC",11.3550359813818
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","TFRC",11.0936916093742
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","TFRC",11.121098542992
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","TFRC",11.6542584633898
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","TFRC",11.6389389887682
