"sample","sample_short","sample_short10","wtko","condition","group","gene","expr"
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","NCAM1",10.0161164040341
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","NCAM1",10.1769959776952
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","NCAM1",10.2606611454792
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","NCAM1",9.95419842648499
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","NCAM1",10.1939454078878
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","NCAM1",10.3881445027718
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","NCAM1",10.1850739606818
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","NCAM1",10.3761928377022
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","NCAM1",10.3338795793001
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","NCAM1",10.2539078253249
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","NCAM1",10.3746356516059
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","NCAM1",10.3167329375597
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","NCAM1",10.1796820948579
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","NCAM1",10.2823802514421
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","SCG2",6.0192862896921
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","SCG2",5.81500810717005
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","SCG2",5.81500810717005
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","SCG2",5.81500810717005
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","SCG2",5.81500810717005
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","SCG2",5.81500810717005
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","SCG2",5.81500810717005
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","SCG2",5.81500810717005
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","SCG2",5.81500810717005
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","SCG2",5.81500810717005
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","SCG2",5.81500810717005
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","SCG2",5.81500810717005
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","SCG2",6.16263633685243
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","SCG2",5.81500810717005
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","SYP",6.31332269310606
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","SYP",6.14696112882444
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","SYP",6.36876801424315
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","SYP",6.31137011384067
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","SYP",6.34670893229322
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","SYP",6.57177604437545
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","SYP",6.59916908425906
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","SYP",6.48422291800779
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","SYP",6.64552608152502
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","SYP",6.15630302082224
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","SYP",6.35315759378067
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","SYP",6.59889017235751
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","SYP",6.4461783778026
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","SYP",6.59251532863917
"WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2888P","WT2888P_OE","WT","treated","WT_treated","FOLH1",6.1682409712577
"WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2896P","WT2896P_OE","WT","treated","WT_treated","FOLH1",6.38747369765106
"WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2898C","WT2898C_OE","WT","control","WT_control","FOLH1",5.99109002519228
"WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2909P","WT2909P_OE","WT","treated","WT_treated","FOLH1",6.08125728249513
"WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2910C","WT2910C_OE","WT","control","WT_control","FOLH1",6.08198453909864
"WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2921C","WT2921C_OE","WT","control","WT_control","FOLH1",6.094084366444
"WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","WT2965C","WT2965C_OE","WT","control","WT_control","FOLH1",6.06572974089086
"KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2897P","KO2897P_OE","KO","treated","KO_treated","FOLH1",6.00978248186393
"KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2908P","KO2908P_OE","KO","treated","KO_treated","FOLH1",6.01332114883651
"KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2912C","KO2912C_OE","KO","control","KO_control","FOLH1",5.81500810717005
"KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2913C","KO2913C_OE","KO","control","KO_control","FOLH1",5.81500810717005
"KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2918C","KO2918C_OE","KO","control","KO_control","FOLH1",6.28438030987356
"KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2960C","KO2960C_OE","KO","control","KO_control","FOLH1",5.81500810717005
"KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1","KO2966P","KO2966P_OE","KO","treated","KO_treated","FOLH1",5.81500810717005
