"endpoint","term","coef","HR","lower_95_CI","upper_95_CI","p_value","signif"
"DFS","PIP5K1A_z",0.332261230862182,1.39411698733088,0.642639743026021,3.024341702262,0.40040396279862,"ns"
"DFS","subtypeClassical-like",-0.250807517182678,0.778172141910621,0.285166335033188,2.12350410287838,0.624363083509384,"ns"
"DFS","PIP5K1A_z:subtypeClassical-like",-0.181071163742894,0.834375979265318,0.2877697588683,2.41923709257293,0.738845935671634,"ns"
