"endpoint","term","coef","HR","lower_95_CI","upper_95_CI","p_value","signif"
"OS","PIP5K1A_z",0.0199767847105024,1.02017765603222,0.709911626847564,1.46604508294786,0.914009061463067,"ns"
"OS","subtypeClassical-like",-0.46350765724675,0.629073197865735,0.388917277975971,1.01752508999477,0.0588711581652114,"ns"
"OS","PIP5K1A_z:subtypeClassical-like",-0.252838472946842,0.776593312522513,0.487509991391299,1.23709705176199,0.287183273502138,"ns"
