"endpoint","term","coef","HR","lower_95_CI","upper_95_CI","p_value","signif"
"OS","PIP5K1A_z",0.0306597685072133,1.03113461972805,0.723852509422822,1.46886083858369,0.865140418844739,"ns"
"OS","subtypeClassical-like",-0.559976938696508,0.571222236826286,0.35748690713482,0.912746277786809,0.0191931087778539,"*"
"OS","PIP5K1A_z:subtypeClassical-like",-0.1725997534404,0.841474344664095,0.533478538997114,1.32728689341278,0.457910960140456,"ns"
