"Comparison","Numerator","Denominator","Total_DE_Genes","Upregulated","Downregulated","padj_Cutoff","log2FC_Cutoff"
"KO_MTK_vs_KO_control","KO_MTK","KO_control",17,14,3,0.05,0.58
